,rel,masked_sent,subj_id,subj,pred,gt,is_correct,true_with_evidence,true_with_csk,unknown,false_with_csk,false_with_counterevidence,source,mturk_worker,mturk_true_with_evidence,mturk_true_with_csk,mturk_unknown,mturk_false_with_csk,mturk_false_with_counterevidence,mturk_comment,mturk_link,mturk_snippet,assignment_status,assignment_duration_in_seconds,changed_voting_after_rejection,from_false_to_true,from_true_to_false
231,P176,eServer Blue Gene Solution is produced by [MASK] .,Q72098823,eServer Blue Gene Solution,IBM,IBM,True,True,False,False,False,False,https://www.top500.org/system/175171/,A3V5IIPZ95YVKH,True,False,False,False,False,IBM is the manufacturer of this server.,https://www.researchgate.net/publication/267028512_Unfolding_IBM_eServer_Blue_Gene_Solution,The IBM Eserver Blue Gene Solution is a revolutionary and an important milestone in computing.,Approved,2cnd_mturk_batch,false,false,false
232,P27,Theodor Hampel is [MASK] citizen .,Q60623753,Theodor Hampel,Germany,Austrian,FALSE,False,False,False,True,False,https://www.biographien.ac.at/oebl/oebl_H/Hampel_Theodor_1802_1886.xml,A35BY30TC8WCL4,False,True,False,False,False,"Nothing talks explicitly about his citizenship, but it's clear he was an ethnic German and spent lots of time in Germany. He was born in the Czech Republic though, so that goes against it, but it's possible he got German citizenship at some point.",,,Approved,2cnd_mturk_batch,true,true,false
233,P178,One Piece: Ocean's Dream! is developed by [MASK] .,Q3882545,One Piece: Ocean's Dream!,Ganbarion,"Bandai Namco, 8ing, Q Entertainment",False,False,False,False,False,True,https://onepiece.fandom.com/wiki/One_Piece:_Ocean%27s_Dream!,A7V4CVENA0DYV,False,False,False,False,True,"The description for the game on the Google page says the game's developers are Eighting, Q Entertainment, Studio Artdink, FlipFlop Productions.",https://www.google.com/search?q=One+Piece%3A+Ocean%27s+Dream%21+video+game&client=firefox-b-e&sxsrf=ALiCzsYrDlpTk4zelEy9f_qNsUrH4tFM8g%3A1664382297089&ei=WXU0Y7KBBc_6sAfJwIi4CA&ved=0ahUKEwjykdqc87f6AhVPPewKHUkgAocQ4dUDCA0&uact=5&oq=One+Piece%3A+Ocean%27s+Dream%21+video+game&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECc6BwgjELADECc6CggAEEcQ1gQQsAM6BQgAEMsBOgUILhCABDoFCAAQgAQ6BQgAEIYDSgQIQRgASgQIRhgAUDNYpAtgowxoAXABeACAAV2IAYIGkgECMTCYAQCgAQHIAQrAAQE&sclient=gws-wiz,"Developers: Eighting, Q Entertainment, Studio Artdink, FlipFlop Productions",Approved,2cnd_mturk_batch,true,false,true
234,P159,The headquarter of Lucknow-Bareilly Railway is in [MASK] .,Q17070300,Lucknow-Bareilly Railway,Lucknow,India,FALSE,False,False,False,False,True,https://en.wikipedia.org/wiki/Lucknow%E2%80%93Bareilly_Railway,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence of it being from Lucknow,https://en.wikipedia.org/wiki/Lucknow%E2%80%93Bareilly_Railway,The Lucknow–Bareilly Railway was formed on 1 January 1891 by merger of Lucknow–Sitapur–Seramow Provincial State Railway,Approved,2cnd_mturk_batch,false,false,false
235,P103,The native language of Li-Chu Chien is [MASK] .,Q91315230,Li-Chu Chien,French,Chinese,FALSE,False,False,False,True,False,https://www.researchgate.net/scientific-contributions/Li-Chu-Chien-13324471,A3JN18TC8GL3IH,False,False,False,True,False,Taiwan,https://wac.kmu.edu.tw/qur/profiles.php?id=1055023,,Approved,2cnd_mturk_batch,false,false,false
236,P159,The headquarter of Roche (South Korea) is in [MASK] .,Q56583232,Roche (South Korea),Seoul,Seoul,TRUE,True,False,False,False,False,https://ichgcp.net/pharma-list/office/147-roche,A3JN18TC8GL3IH,True,False,False,False,False,,https://ichgcp.net/pharma-list/office/147-roche,see the table,Approved,2cnd_mturk_batch,false,false,false
237,P27,Lasse Stadelmann is [MASK] citizen .,Q95828379,Lasse Stadelmann,Germany,Germany,TRUE,False,True,False,False,False,https://www.deutsche-biographie.de/pnd1061953645.html,A23LXQ5ZX2YONR,True,False,False,False,False,"It says his native language is German, and the talent agency he is part of is located in Germany.",https://www.castupload.com/actors/lasse-stadelmann,Languages German (native-language) English French,Approved,2cnd_mturk_batch,false,false,false
238,P103,The native language of Chloe Fisher is [MASK] .,Q29642666,Chloe Fisher,English,Unkown,False,False,False,True,False,False,-,A1NF6PELRKACS9,False,False,True,False,False,There is no evidence found that the person is English,https://www.wikidata.org/wiki/Q29642666,,Approved,2cnd_mturk_batch,false,false,false
239,P178,Mobile Suit Gundam Side Story is developed by [MASK] .,Q3859729,Mobile Suit Gundam Side Story,Bandai,"B.B. Studio, Bandai Namco",True,False,True,False,False,False,https://gundam.fandom.com/wiki/Mobile_Suit_Gundam_Side_Stories,A3JN18TC8GL3IH,True,False,False,False,False,,https://gundam.fandom.com/wiki/Mobile_Suit_Gundam_Side_Story:_Missing_Link,table below,Approved,2cnd_mturk_batch,false,false,false
240,P27,Herbert Kraume is [MASK] citizen .,Q93229929,Herbert Kraume,Germany,Germany,TRUE,False,True,False,False,False,https://www.deutsche-biographie.de/pnd141121955.html,A1NF6PELRKACS9,False,True,False,False,False,There is a possibility that the person is German as his books are written in German,https://www.amazon.in/Kindle-Store-Herbert-Kraume/s?rh=n%3A1571277031%2Cp_27%3AHerbert+Kraume,Alltagsleben (German Edition) German Edition,Approved,2cnd_mturk_batch,false,false,false
241,P103,The native language of Andrzej Bartkowski is [MASK] .,Q29077719,Andrzej Bartkowski,Polish,Polish,TRUE,True,False,False,False,False,https://pl.wikipedia.org/wiki/Andrzej_Bartkowski,A1NF6PELRKACS9,True,False,False,False,False,Izbica Kujawska is in Poland,https://www.wikidata.org/wiki/Q29077719,place of birth Izbica Kujawska,Approved,2cnd_mturk_batch,false,false,false
242,P176,SuperDome 875 MHz/HyperPlex is produced by [MASK] .,Q70813130,SuperDome 875 MHz/HyperPlex,IBM,HPE,False,False,False,False,False,True,https://www.top500.org/system/169261/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/169261/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
243,P176,"Cluster Platform 6000 rx2600 Itanium2 1.5 GHz, Quadrics is produced by [MASK] .",Q71236881,"Cluster Platform 6000 rx2600 Itanium2 1.5 GHz, Quadrics",IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/173596/,A2CR34HRTDZ0KJ,False,False,False,False,True,It is manufactured by HP,https://www.top500.org/system/168760/,Manufacturer:	HP,Approved,2cnd_mturk_batch,false,false,false
244,P103,The native language of Dean Michael Lambert is [MASK] .,Q67220295,Dean Michael Lambert,English,English,TRUE,False,True,False,False,False,http://edinburghrheumatologypractice.co.uk/,A3JN18TC8GL3IH,True,False,False,False,False,,http://edinburghrheumatologypractice.co.uk/,details of Dr Michael Lambert,Approved,2cnd_mturk_batch,false,false,false
245,P27,Marco Girasole is [MASK] citizen .,Q57981360,Marco Girasole,Italy,Italy,TRUE,False,True,False,False,False,https://orcid.org/0000-0001-6146-2979,A1FGKIKJYSL1MI,False,True,False,False,False,This person's email address is at a research organization in Italy.,https://scholar.google.ca/citations?user=RDBKK9kAAAAJ&hl=en,Marco Girasole CNR Verified email at ism.cnr.it,Approved,2cnd_mturk_batch,false,false,false
246,P178,Super Mario Bros. Crossover is developed by [MASK] .,Q1090568,Super Mario Bros. Crossover,Nintendo,Jay Pavlina,False,False,False,False,False,True,https://en.wikipedia.org/wiki/Super_Mario_Bros._Crossover,A3V5IIPZ95YVKH,False,False,False,False,True,Jay Pavlina is the developer of this game and it was published by the company Exploding Rabbit.,https://en.wikipedia.org/wiki/Super_Mario_Bros._Crossover,"Super Mario Bros. Crossover is a fan-made crossover platform Flash video game launched on Newgrounds on April 27, 2010 by Exploding Rabbit.",Approved,2cnd_mturk_batch,true,false,true
247,P176,SPP1000/XA-16 is produced by [MASK] .,Q72895269,SPP1000/XA-16,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/170668/,A6U2C66WQ7QQN,False,False,False,False,True,it clearly states that it is made by HP and not IBM,https://www.top500.org/system/170668/,Manufacturer:	HP,Approved,2cnd_mturk_batch,false,false,false
248,P178,Front Office Football is developed by [MASK] .,Q5505801,Front Office Football,Microsoft,Solecismic Software,False,False,False,False,False,True,https://en.wikipedia.org/wiki/Front_Office_Football,A3G3G7SCD88G1J,False,False,False,False,True,The website for the game shows that it was created by Solecismic Software.,http://www.solecismic.com/solecismic.php,"I decided to leave my job and create Solecismic Software. I began spending all my spare time working on a business plan, hammering out the features of Front Office Football.",Approved,2cnd_mturk_batch,false,false,false
249,P178,Star Wars: Pit Droids is developed by [MASK] .,Q29830459,Star Wars: Pit Droids,LucasArts,"Lucas Learning, LucasArts",True,False,True,False,False,False,https://en.wikipedia.org/wiki/Star_Wars:_Pit_Droids,A7V4CVENA0DYV,False,False,False,False,True,The site says Star Wars: Pit Droids was developed by Lucas Learning.,https://en.wikipedia.org/wiki/Star_Wars:_Pit_Droids,Star Wars: Pit Droids (full title: Star Wars Pit Droids: Logic and Reasoning) is a puzzle game developed and published by Lucas Learning.,Approved,2cnd_mturk_batch,true,false,true
250,P364,The original language of Beyond The Wakeful Being is [MASK] .,Q785992,Beyond The Wakeful Being,English,Hungarian,False,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.wikidata.org/wiki/Q785992,A35BY30TC8WCL4,false,false,false,false,true,"Searching the title gives one single English article on wikidata, but following up by looking up the director on IMDB, the movie is originally titled in Hungarian, the director is Hungarian, all his other movies are Hungarian, and the listed language of the movie on IMDB is Hungarian, so it's pretty clear the movie isn't English language.",https://www.imdb.com/title/tt7543400/?ref_=nm_flmg_c_3_dr,Language Hungarian,Approved,300,,,
251,P364,The original language of Il mio paese is [MASK] .,Q3794739,Il mio paese,Italian,Italian,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt1058538/,AORHXBTOCXFUK,true,false,false,false,false,The correct answer is found in the evidence.,https://www.imdb.com/title/tt5632472/,Language Italian,Approved,300,,,
252,P364,The original language of Ausfahrt nach dem Alarm is [MASK] .,Q50379979,Ausfahrt nach dem Alarm,German,German,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://de.wikipedia.org/wiki/Ausfahrt_nach_dem_Alarm,A35BY30TC8WCL4,false,true,false,false,false,"All sites I've seen make clear this is a silent film, but the movie was produced in Germany by a German director and has a German title, so it's plausible that whatever subtitles appear in the original version are in German.",https://www.imdb.com/title/tt0452969/,Language None,Approved,300,,,
253,P364,The original language of Mikoe Bappa Baey Baey is [MASK] .,Q24807176,Mikoe Bappa Baey Baey,Korean,Dhivehi,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://en.wikipedia.org/wiki/Mikoe_Bappa_Baey_Baey,A4T7PYGN1BE2P,false,false,false,false,true,It is actually the Divehi based maldives movie,https://en.wikipedia.org/wiki/Mikoe_Bappa_Baey_Baey,Mikoe Bappa Baey Baey is a 2015 Maldivian thriller film directed by Ravee Farooq.,Approved,300,,,
254,P364,The original language of J'accuse is [MASK] .,Q3156550,J'accuse,French,French,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0010307/,A3QZMGTVA4VO44,true,false,false,false,false,The language of the movie is mentioned as French in the link which is mentioned above.,https://www.imdb.com/title/tt0010307/,Language French,Approved,300,,,
255,P364,The original language of Diler Jigar is [MASK] .,Q58479666,Diler Jigar,Bengali,Hindi,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt0252380/,A35BY30TC8WCL4,false,true,false,false,false,"Several websites say that this is a silent film. Presumably there is text on the screen in a particular language, but no information is given on any site I can find besides saying it's Indian. Of course, Bengali is a language commonly spoken in India so it's very plausible that it's a Bengali language movie.",https://www.imdb.com/title/tt0252380/,Language None,Approved,300,,,
256,P364,The original language of Showa zankyo-den: Ippiki okami is [MASK] .,Q22124619,Showa zankyo-den: Ippiki okami,Japanese,Japanese,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0060973/,A1Q7VWUBIJOK17,true,false,false,false,false,Country of origin Japan,https://www.imdb.com/title/tt0060973/,Language   Japanese,Approved,300,,,
257,P364,The original language of Son Söz Benim is [MASK] .,Q32859512,Son Söz Benim,Turkish,Turkish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0469602/,A4T7PYGN1BE2P,true,false,false,false,false,"I got source of imdb which is more trusted,",https://www.imdb.com/title/tt0469602/,Language - Turkish,Approved,300,,,
258,P364,The original language of Hoor-e-Baghdad is [MASK] .,Q58435589,Hoor-e-Baghdad,Hindi,Hindi,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://pakmag.net/film/predetails.php?pid=1453,A3JN18TC8GL3IH,true,false,false,false,false,,https://chiloka.com/movie/hoor-e-baghdad-1934,see the below table,Approved,300,,,
259,P364,The original language of Kannakkol is [MASK] .,Q55080315,Kannakkol,Malayalam,Tamil,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt8517790/,AVWU9JDY5G81E,false,false,false,false,true,"nothing on google listing mentions any other language, neither does imdb listing",https://www.imdb.com/title/tt8517790/,"Details Release date June 15, 2018 (India) Country of origin India Official site article Language Tamil",Approved,300,,,
260,P364,The original language of Gensyn med Østgrønland... Kirsten Bang is [MASK] .,Q20756435,Gensyn med Østgrønland... Kirsten Bang,Norwegian,Danish,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://bibliotek.dk/da/work/870970-basis%3A22434195,AVWU9JDY5G81E,false,false,false,false,true,"google says dansk and norwegian languages are really similar but sound different, bibilioteck.dk says danish too",https://beta.bibliotek.dk/en/materiale/gensyn-med-oestgroenland-kirsten-bang_karen-littauer/work-of%3A870970-basis%3A22434195,"Details Language  dansk  Length  Spilletid: 41 min. : sort-hvid og farve  Released  2009  Contributions  Karen Littauer (manuskript, instruktør)  genre/form  dokumentarfilm, erindringer",Approved,300,,,
261,P364,The original language of Nasha zemya is [MASK] .,Q12287965,Nasha zemya,Russian,Bulgarian,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt0253291/,A4T7PYGN1BE2P,false,false,false,false,true,It is originally released in bulgaria in bulgarian language,https://www.imdb.com/title/tt0253291/,Country of origin Bulgaria Language Bulgarian,Approved,300,,,
262,P364,The original language of Het geheim van Delft is [MASK] .,Q2385967,Het geheim van Delft,Dutch,Dutch,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/The_Secret_of_Delft_(1917_film),A3QZMGTVA4VO44,true,false,false,false,false,"As mentioned in the source link, Het geheim van Delft is in Dutch language.",https://en.wikipedia.org/wiki/The_Secret_of_Delft_(1917_film),"Het geheim van Delft (The secret of Delft) is a 1917 Dutch silent drama film directed by Maurits Binger. Most of the filming took place in Haarlem, and not in Delft.",Approved,300,,,
263,P364,The original language of Mitäs me sankarit is [MASK] .,Q11883059,Mitäs me sankarit,Finnish,Finnish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0141607/,A3V5IIPZ95YVKH,true,false,false,false,false,Language mentioned is Finnish.,https://www.imdb.com/title/tt0141607/,Scroll down the link and check the Details section.,Approved,300,,,
264,P364,The original language of O Trem da Morte is [MASK] .,Q7073343,O Trem da Morte,Portuguese,Portuguese,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/O_Trem_da_Morte,A3JN18TC8GL3IH,false,false,false,false,true,"Language is ""silent"", but it is a Brazil film.",https://en.wikipedia.org/wiki/O_Trem_da_Morte,See the wiki info table,Approved,300,,,
265,P364,"The original language of Iran: Hot Tea, Cool Conversations is [MASK] .",Q21869448,"Iran: Hot Tea, Cool Conversations",Persian,English,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt5256302/,A3HALUPLZ4IKYJ,false,false,false,true,false,"It isimplausible,because there is no  clear evidence.","https://en.wikipedia.org/wiki/Iran:_Hot_Tea,_Cool_Conversations","Written by Mehdi Ghafourifar and Brenden Hamilton, this feature documentary ""Iran: Hot Tea, Cool Conversations"" is a revealing chronicle of an American college student's eye-opening journey to Iran. As a testament to Citizen Diplomacy, the film highlights unscripted interviews with a number of individuals the filmmaker encounters during this once in a lifetime adventure. The film unveils a society full of warmth and hospitality, with compassionate people who wish for peace and friendship with America",Approved,300,,,
266,P364,The original language of Kasih Sayang is [MASK] .,Q12686447,Kasih Sayang,Indonesian,Indonesian,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://id.wikipedia.org/wiki/Kasih_Sayang,A3QZMGTVA4VO44,true,false,false,false,false,"It is clearly mentioned in the above evidence that, Kasih Sayang is an Indonesian movie.",https://id.wikipedia.org/wiki/Kasih_Sayang,"Kasih Sayang is an Indonesian film released in 1973 directed by Chris Pattikawa and starring Rachmat Hidayat , Rina Hasyim , Tanty Josepha , Broery Marantika and Monica Nathan .",Approved,300,,,
267,P364,The original language of Bangkok Adrenalin is [MASK] .,Q2882469,Bangkok Adrenalin,Thai,"Thai, English",True,TRUE,FALSE,FALSE,FALSE,FALSE,https://asianwiki.com/Bangkok_Adrenaline,AORHXBTOCXFUK,true,false,false,false,false,The answer in the evidence is correct.,https://www.imdb.com/title/tt1442486/,Languages Thai English,Approved,300,,,
268,P364,The original language of Pro peníze is [MASK] .,Q7246795,Pro peníze,Spanish,Czech,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://en.wikipedia.org/wiki/Pro_pen%C3%ADze,A3V5IIPZ95YVKH,false,false,false,false,true,It is clear from the above text that it is a Czech film and not Spanish.,https://en.wikipedia.org/wiki/Pro_pen%C3%ADze,Pro peníze is a 1912 Czech silent drama film.,Approved,300,,,
269,P364,The original language of Majmun u tramvaju is [MASK] .,Q31184459,Majmun u tramvaju,Serb,"Serbian, Croatian",True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0472397/,A1Q7VWUBIJOK17,false,true,false,false,false,Country of origin Yugoslavia,https://www.imdb.com/title/tt0472397/,Language Serbo-Croatian,Approved,300,,,
270,P364,The original language of Needhi Pizhaithadhu is [MASK] .,Q18128616,Needhi Pizhaithadhu,Tamil,Tamil,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Needhi_Pizhaithathu,A4T7PYGN1BE2P,true,false,false,false,false,It is clearly mention the language in wiki,https://en.wikipedia.org/wiki/Needhi_Pizhaithathu,"Needhi Pizhaithathu (transl. Justice has prevailed) is a 1981 Tamil-language action drama film,",Approved,300,,,
271,P364,The original language of 13 Shades of Romanian is [MASK] .,Q24661037,13 Shades of Romanian,Romanian,English,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt4488632/,A35BY30TC8WCL4,false,false,false,false,true,The IMDB page states that the language of the film is English in the details section.,https://www.imdb.com/title/tt4488632/,Language English,Approved,300,,,
272,P364,The original language of Walang Karugtong Ang Nakaraan is [MASK] .,Q43302288,Walang Karugtong Ang Nakaraan,Filipino,"Tagalog, Filipino",True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0346126/,A3QZMGTVA4VO44,true,false,false,false,false,"Since the source link clearly mentioned that it is in Filipino language, it is clearly evidence that, it is in Filipino language.",https://en.wikipedia.org/wiki/Walang_Karugtong_ang_Nakaraan,Walang Karugtong ang Nakaraan (English: No Extraordinary Past) is a 1987 Filipino drama movie directed by Leroy Salvador and written by Gilda Olvidado and Raquel Villavicencio. Language	Filipino,Approved,300,,,
273,P364,"The original language of Without Violence (1988), dir. Tamás Csapody, Amateur documentary is [MASK] .",Q93765220,"Without Violence (1988), dir. Tamás Csapody, Amateur documentary",Hungarian,Hungarian,True,TRUE,FALSE,FALSE,FALSE,FALSE,"http://cultural-opposition.eu/registry/?type=collections&filter=courageTopic,courage:conscientiousObjectors;&lang=en&letterFilter=T",A3HALUPLZ4IKYJ,false,true,false,false,false,"It isPlausible,there is no clear evidence and so i use common sense","http://cultural-opposition.eu/registry/?type=collections&filter=courageTopic,courage:religiousActivities;&size=10&lang=en&letterFilter=T","The private collection of Tamás Csapody (1960–) includes documents related to movements for the reform of the compulsory military service and the introduction of alternative civilian service. Refusal to perform military service was an illegal act in the countries of the Warsaw Pact. Csapody’s collection, as the only collection focusing this specific topic, contributes to remembering the stories of people who were penalized by the laws of the Kádár regime because of freedom of thought, conscience, and religion.",Approved,300,,,
274,P364,The original language of Mardipäev is [MASK] .,Q31279998,Mardipäev,Estonian,Estonian,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0446400/,A3V5IIPZ95YVKH,true,false,false,false,false,It is clearly mentioned in the details section that the language is Estonian.,https://www.imdb.com/title/tt0446400/,Scroll down the above link and take a look at the Details section.,Approved,300,,,
275,P364,The original language of Chudá holka is [MASK] .,Q5115934,Chudá holka,Czech,Czech,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0168583/,AORHXBTOCXFUK,true,false,false,false,false,The answer is correct in the evidence also.,https://www.imdb.com/title/tt0168583/,Languages None Czech,Approved,300,,,
276,P364,The original language of Pensjonat nad rozlewiskiem is [MASK] .,Q56327446,Pensjonat nad rozlewiskiem,Polish,Polish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt8044396/,A4T7PYGN1BE2P,true,false,false,false,false,This is polish based movie from poland,https://pl.wikipedia.org/wiki/Pensjonat_nad_rozlewiskiem,"Pensjonat nad rozlewiskiem – polski serial telewizyjny, będący szóstą serią przygód Małgorzaty,",Approved,300,,,
277,P364,The original language of Əbədiyyət yolu is [MASK] .,Q16415263,Əbədiyyət yolu,Azerbaijani,Azerbaijani,True,TRUE,FALSE,FALSE,FALSE,FALSE,"https://az.wikipedia.org/wiki/%C6%8Fb%C9%99diyy%C9%99t_yolu_(film,_1987)",A3V5IIPZ95YVKH,false,true,false,false,false,There is no clear evidence but after translating the wikipedia page it appears that the film is in Azerbaijani.,"https://az.wikipedia.org/wiki/%C6%8Fb%C9%99diyy%C9%99t_yolu_(film,_1987)","The film tells about the skill shown by the Azerbaijani soldier Rahib Mammadov, who saved the local population from the clutches of death at the cost of his life during a natural disaster on the land of Georgia.",Approved,300,,,
278,P364,The original language of Salsa Tel Aviv is [MASK] .,Q52837409,Salsa Tel Aviv,Hebrew,"Spanish, Hebrew",True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt1965061/,A3V5IIPZ95YVKH,true,false,false,false,false,Country of origin mentioned is Israel and Language is Hebrew.,https://www.imdb.com/title/tt1965061/,Scroll down the above link and look at the Details section,Approved,300,,,
279,P364,The original language of Gåtan Christer Pettersson is [MASK] .,Q27050567,Gåtan Christer Pettersson,Swedish,Swedish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt5337752/,A1Q7VWUBIJOK17,true,false,false,false,false,Country of origin Sweden,https://www.imdb.com/title/tt5337752/,Language Swedish,Approved,300,,,
280,P364,The original language of Soul Brothers of Kung Fu is [MASK] .,Q90483851,Soul Brothers of Kung Fu,Cantonese,"Mandarin, English",False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt0081539/,A3V5IIPZ95YVKH,false,false,false,false,true,Check out the Movie Info section. It is clearly mentioned that the language is English and not cantonese.,https://www.rottentomatoes.com/m/soul_brothers_of_kung_fu,Original Language: English,Approved,300,,,
281,P364,The original language of Rajwadana Ranga is [MASK] .,Q58435862,Rajwadana Ranga,Kannada,Indian,False,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.imdb.com/title/tt0392679/,A1Q7VWUBIJOK17,false,true,false,false,false,Country of origin India,https://www.imdb.com/title/tt0392679/,Language None,Approved,300,,,
282,P364,The original language of Bhadradri Ramudu is [MASK] .,Q96373485,Bhadradri Ramudu,Telugu,Telugu,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Bhadradri_Ramudu,A4T7PYGN1BE2P,true,false,false,false,false,Language clearly mentioned in wiki,https://en.wikipedia.org/wiki/Bhadradri_Ramudu,Bhadradri Ramudu is a 2004 Telugu action comedy film produced by Maganthi Gopinath,Approved,300,,,
283,P364,The original language of Good Morning Karachi is [MASK] .,Q18702180,Good Morning Karachi,Urdu,Urdu,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Good_Morning_Karachi,AORHXBTOCXFUK,true,false,false,false,false,The language is shown in the evidence.,https://en.wikipedia.org/wiki/Good_Morning_Karachi,"Languages	Urdu, English",Approved,300,,,
284,P364,The original language of Trentemøller live in Copenhagen is [MASK] .,Q20495723,Trentemøller live in Copenhagen,Danish,Danish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.dfi.dk/en/viden-om-film/filmdatabasen/film/trentemoller-live-copenhagen,A35BY30TC8WCL4,false,true,false,false,false,"While I can't find much information about this particular concert, Trentemøller is Danish, he has and the concert was performed in Denmark, and while most of his songs are electronic songs with no vocals, it's sensible that as Danish person would speak in between songs in Danish to a Danish crowd.",https://en.wikipedia.org/wiki/Trentem%C3%B8ller,"Anders Trentemøller (Danish: [ˈɑnɐs ˈtsʰʁɑntəˌmøˀlɐ]; born 16 October 1972) is a Danish indie/electronic music composer, producer and multi-instrumentalist based in Copenhagen, Denmark.",Approved,300,,,
285,P364,The original language of Baji Prabhu Deshpande is [MASK] .,Q58455422,Baji Prabhu Deshpande,Marathi,Marathi,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Baji_Prabhu_Deshpande,A3JN18TC8GL3IH,false,true,false,false,false,"Baji Prabhu Deshpande was a marathi born, and filmed in maharastra. So it may be marathi film.",https://en.wikipedia.org/wiki/Baji_Prabhu_Deshpande,See the details in wikipedia,Approved,300,,,
286,P364,The original language of Three Contributions to the Slovenian Madness is [MASK] .,Q28750145,Three Contributions to the Slovenian Madness,Slovene,Slovenian,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0190092/,A4T7PYGN1BE2P,true,false,false,false,false,the origin of country is Yugoslavia which is official language,https://www.imdb.com/title/tt0190092/,Country of origin Yugoslavia and Language Slovenian,Approved,300,,,
287,P364,The original language of Georgian Ancient Songs is [MASK] .,Q12157381,Georgian Ancient Songs,Georgian,Georgian,True,FALSE,TRUE,FALSE,FALSE,FALSE,https://mubi.com/films/georgian-ancient-songs,A1Q7VWUBIJOK17,true,false,false,false,false,"COUNTRY USSR, ALTERNATIVE TITLE Ancient Georgian Songs",https://letterboxd.com/film/georgian-ancient-songs/details/,LANGUAGE Georgian,Approved,300,,,
288,P364,The original language of Panagoulis Lives is [MASK] .,Q24263031,Panagoulis Lives,Greek,Italian,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.imdb.com/title/tt0191716/,A3JN18TC8GL3IH,false,false,false,false,true,"Its a italian film, so its false",https://www.google.com/search?q=Panagoulis+Lives&si=AC1wQDAtx2BbmyBmykHcHVhKaK47FWgPx2Xb-BKOlpxZ_ku7a1yf7ro04ul3aMa6pmd1WCK3o941ggtN24tiEoCePhI73UOF3qvRv-MoUYy2567T90_8XvM%3D&ictx=1&ved=2ahUKEwiR4_fykPT7AhXERWwGHcEGCO8QnZMFegQIVRAC,see the google info box,Approved,300,,,
289,P364,The original language of Détours is [MASK] .,Q90159332,Détours,French,French,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.swissfilms.ch/fr/movie/detours/A36B79CF53224EF99BA24E9EBC89DA69,AORHXBTOCXFUK,true,false,false,false,false,The language of work is Detour mentioned in the evidence.,https://www.wikidata.org/wiki/Q90159332,language of work or name French,Approved,300,,,
